Year,Geo_Level,State_ANSI,Commodity_ID,Value
2002,STATE,12,2,20460000.00
2002,STATE,13,2,2600000.00
2002,STATE,15,2,952000.00
2002,STATE,16,2,5700000.00
2002,STATE,17,2,720000.00
2002,STATE,18,2,496000.00
2002,STATE,19,2,2310000.00
2002,STATE,20,2,884000.00
2002,STATE,21,2,270000.00
2002,STATE,22,2,4340000.00
2002,STATE,23,2,451000.00
2002,STATE,24,2,138000.00
2002,STATE,26,2,5544000.00
2002,STATE,27,2,8541000.00
2002,STATE,28,2,1404000.00
2002,STATE,29,2,900000.00
2002,STATE,30,2,8442000.00
2002,STATE,31,2,3225000.00
2002,STATE,32,2,558000.00
2002,STATE,34,2,440000.00
2002,STATE,35,2,484000.00
2002,STATE,36,2,5880000.00
2002,STATE,37,2,672000.00
2002,STATE,38,2,24000000.00
2002,STATE,39,2,1260000.00
2002,STATE,40,2,159000.00
2002,STATE,41,2,2107000.00
2002,STATE,,2,453000.00
2002,STATE,42,2,1653000.00
2002,STATE,45,2,470000.00
2002,STATE,46,2,11475000.00
2002,STATE,47,2,488000.00
2002,STATE,48,2,7638000.00
2002,STATE,49,2,1298000.00
2002,STATE,50,2,623000.00
2002,STATE,51,2,304000.00
2002,STATE,53,2,2550000.00
2002,STATE,54,2,459000.00
2002,STATE,55,2,6650000.00
2002,STATE,56,2,2394000.00
2001,STATE,1,2,1022000.00
2001,STATE,4,2,2537000.00
2001,STATE,5,2,4900000.00
2001,STATE,6,2,28060000.00
2001,STATE,8,2,1430000.00
2001,STATE,12,2,22000000.00
2001,STATE,13,2,3135000.00
2001,STATE,15,2,696000.00
2001,STATE,16,2,4600000.00
2001,STATE,17,2,456000.00
2001,STATE,18,2,532000.00
2001,STATE,19,2,1683000.00
2001,STATE,20,2,663000.00
2001,STATE,21,2,312000.00
2001,STATE,22,2,4770000.00
2001,STATE,23,2,220000.00
2001,STATE,24,2,184000.00
2001,STATE,26,2,4560000.00
2001,STATE,27,2,10935000.00
2001,STATE,28,2,1122000.00
2001,STATE,29,2,1342000.00
2001,STATE,30,2,13872000.00
2001,STATE,31,2,2064000.00
2001,STATE,32,2,450000.00
2001,STATE,34,2,374000.00
2001,STATE,35,2,700000.00
2001,STATE,36,2,3710000.00
2001,STATE,37,2,572000.00
2001,STATE,38,2,26880000.00
2001,STATE,39,2,1458000.00
2001,STATE,40,2,188000.00
2001,STATE,41,2,1936000.00
2001,STATE,,2,303000.00
2001,STATE,42,2,1482000.00
2001,STATE,45,2,280000.00
2001,STATE,46,2,15275000.00
2001,STATE,47,2,472000.00
2001,STATE,48,2,7663000.00
2001,STATE,49,2,874000.00
2001,STATE,50,2,567000.00
2001,STATE,51,2,468000.00
2001,STATE,53,2,2496000.00
2001,STATE,54,2,455000.00
2001,STATE,55,2,5427000.00
2001,STATE,56,2,2926000.00
2000,STATE,1,2,1248000.00
2000,STATE,4,2,2360000.00
2000,STATE,5,2,4836000.00
2000,STATE,6,2,30800000.00
2000,STATE,8,2,1740000.00
2000,STATE,12,2,24360000.00
2000,STATE,13,2,3135000.00
2000,STATE,15,2,784000.00
2000,STATE,16,2,4700000.00
2000,STATE,17,2,488000.00
2000,STATE,18,2,520000.00
2000,STATE,19,2,2010000.00
2000,STATE,20,2,1020000.00
2000,STATE,21,2,192000.00
2000,STATE,22,2,4042000.00
2000,STATE,23,2,231000.00
2000,STATE,24,2,276000.00
2000,STATE,26,2,5400000.00
2000,STATE,27,2,13500000.00
2000,STATE,28,2,1224000.00
2000,STATE,29,2,1725000.00
2000,STATE,30,2,10912000.00
2000,STATE,31,2,4350000.00
2000,STATE,32,2,350000.00
2000,STATE,34,2,385000.00
2000,STATE,35,2,960000.00
2000,STATE,36,2,4640000.00
2000,STATE,37,2,539000.00
2000,STATE,38,2,34500000.00
2000,STATE,39,2,1170000.00
2000,STATE,40,2,245000.00
2000,STATE,41,2,2448000.00
2000,STATE,,2,728000.00
2000,STATE,42,2,1125000.00
2000,STATE,46,2,28435000.00
2000,STATE,47,2,549000.00
2000,STATE,48,2,8295000.00
2000,STATE,49,2,984000.00
2000,STATE,50,2,413000.00
2000,STATE,51,2,294000.00
2000,STATE,53,2,2808000.00
2000,STATE,54,2,378000.00
2000,STATE,55,2,7560000.00
2000,STATE,56,2,3627000.00
1999,STATE,1,2,1156000.00
1999,STATE,4,2,3224000.00
1999,STATE,5,2,4628000.00
1999,STATE,6,2,27900000.00
1999,STATE,8,2,2052000.00
1999,STATE,12,2,23256000.00
1999,STATE,13,2,3315000.00
1999,STATE,15,2,640000.00
1999,STATE,16,2,5760000.00
1999,STATE,17,2,594000.00
1999,STATE,18,2,810000.00
1999,STATE,19,2,2600000.00
1999,STATE,20,2,871000.00
1999,STATE,21,2,150000.00
1999,STATE,22,2,5472000.00
1999,STATE,23,2,308000.00
1999,STATE,24,2,276000.00
1999,STATE,26,2,6205000.00
1999,STATE,27,2,11890000.00
1999,STATE,28,2,1314000.00
1999,STATE,29,2,1560000.00
1999,STATE,30,2,8540000.00
1999,STATE,31,2,4466000.00
1999,STATE,32,2,405000.00
1999,STATE,34,2,440000.00
1999,STATE,35,2,780000.00
1999,STATE,36,2,4830000.00
1999,STATE,37,2,414000.00
1999,STATE,38,2,26775000.00
1999,STATE,39,2,1480000.00
1999,STATE,40,2,270000.00
1999,STATE,41,2,2565000.00
1999,STATE,,2,681000.00
1999,STATE,42,2,1680000.00
1999,STATE,46,2,23296000.00
1999,STATE,47,2,408000.00
1999,STATE,48,2,8748000.00
1999,STATE,49,2,1170000.00
1999,STATE,50,2,396000.00
1999,STATE,51,2,245000.00
1999,STATE,53,2,2600000.00
1999,STATE,54,2,234000.00
1999,STATE,55,2,6000000.00
1999,STATE,56,2,2664000.00
1998,STATE,1,2,1136000.00
1998,STATE,4,2,3300000.00
1998,STATE,5,2,3445000.00
1998,STATE,6,2,37350000.00
1998,STATE,8,2,1944000.00
1998,STATE,12,2,22540000.00
1998,STATE,13,2,4200000.00
1998,STATE,15,2,944000.00
1998,STATE,16,2,6000000.00
1998,STATE,17,2,639000.00
1998,STATE,18,2,828000.00
1998,STATE,19,2,3900000.00
1998,STATE,20,2,736000.00
1998,STATE,21,2,150000.00
1998,STATE,22,2,4551000.00
1998,STATE,23,2,260000.00
1998,STATE,24,2,308000.00
1998,STATE,26,2,6800000.00
1998,STATE,27,2,11060000.00
1998,STATE,28,2,1548000.00
1998,STATE,29,2,1518000.00
1998,STATE,30,2,14030000.00
1998,STATE,31,2,4480000.00
1998,STATE,32,2,460000.00
1998,STATE,34,2,539000.00
1998,STATE,35,2,770000.00
1998,STATE,36,2,5200000.00
1998,STATE,37,2,472000.00
1998,STATE,38,2,29440000.00
1998,STATE,39,2,1404000.00
1998,STATE,40,2,204000.00
1998,STATE,41,2,2250000.00
1998,STATE,,2,1008000.00
1998,STATE,42,2,1716000.00
1998,STATE,46,2,21375000.00
1998,STATE,47,2,448000.00
1998,STATE,48,2,7007000.00
1998,STATE,49,2,1740000.00
1998,STATE,50,2,384000.00
1998,STATE,51,2,296000.00
1998,STATE,53,2,2958000.00
1998,STATE,54,2,330000.00
1998,STATE,55,2,8099000.00
1998,STATE,56,2,2760000.00
1997,STATE,1,2,924000.00
1997,STATE,4,2,3360000.00
1997,STATE,5,2,4750000.00
1997,STATE,6,2,31500000.00
1997,STATE,8,2,1925000.00
1997,STATE,12,2,16080000.00
1997,STATE,13,2,3450000.00
1997,STATE,15,2,1314000.00
1997,STATE,16,2,7680000.00
1997,STATE,17,2,483000.00
1997,STATE,18,2,568000.00
1997,STATE,19,2,3330000.00
1997,STATE,20,2,1207000.00
1997,STATE,21,2,180000.00
1997,STATE,22,2,5060000.00
1997,STATE,23,2,152000.00
1997,STATE,24,2,240000.00
1997,STATE,26,2,5950000.00
1997,STATE,27,2,10585000.00
1997,STATE,28,2,1387000.00
1997,STATE,29,2,1848000.00
1997,STATE,30,2,12840000.00
1997,STATE,31,2,4087000.00
1997,STATE,32,2,854000.00
1997,STATE,34,2,490000.00
1997,STATE,35,2,900000.00
1997,STATE,36,2,4320000.00
1997,STATE,37,2,464000.00
1997,STATE,38,2,24500000.00
1997,STATE,39,2,1760000.00
1997,STATE,40,2,232000.00
1997,STATE,41,2,2650000.00
1997,STATE,,2,1134000.00
1997,STATE,42,2,1056000.00
1997,STATE,46,2,15600000.00
1997,STATE,47,2,434000.00
1997,STATE,48,2,9964000.00
1997,STATE,49,2,1664000.00
1997,STATE,50,2,315000.00
1997,STATE,51,2,424000.00
1997,STATE,53,2,3120000.00
1997,STATE,54,2,560000.00
1997,STATE,55,2,4740000.00
1997,STATE,56,2,2356000.00
1996,STATE,1,2,960000.00
1996,STATE,4,2,1920000.00
1996,STATE,5,2,4200000.00
1996,STATE,6,2,27300000.00
1996,STATE,8,2,2220000.00
1996,STATE,12,2,25200000.00
1996,STATE,13,2,5100000.00
1996,STATE,15,2,1240000.00
1996,STATE,16,2,4950000.00
1996,STATE,17,2,814000.00
1996,STATE,18,2,675000.00
1996,STATE,19,2,3484000.00
1996,STATE,20,2,816000.00
1996,STATE,21,2,180000.00
1996,STATE,22,2,4664000.00
1996,STATE,23,2,207000.00
1996,STATE,24,2,224000.00
1996,STATE,26,2,8640000.00
1996,STATE,27,2,11550000.00
1996,STATE,28,2,1360000.00
1996,STATE,29,2,1628000.00
1996,STATE,30,2,7020000.00
1996,STATE,31,2,4875000.00
1996,STATE,32,2,854000.00
1996,STATE,34,2,315000.00
1996,STATE,35,2,1155000.00
1996,STATE,36,2,5440000.00
1996,STATE,37,2,528000.00
1996,STATE,38,2,19780000.00
1996,STATE,39,2,1680000.00
1996,STATE,40,2,236000.00
1996,STATE,41,2,3245000.00
1996,STATE,,2,217000.00
1996,STATE,42,2,1058000.00
1996,STATE,45,2,810000.00
1996,STATE,46,2,23280000.00
1996,STATE,47,2,320000.00
1996,STATE,48,2,6806000.00
1996,STATE,49,2,1564000.00
1996,STATE,50,2,332000.00
1996,STATE,51,2,350000.00
1996,STATE,53,2,3480000.00
1996,STATE,54,2,590000.00
1996,STATE,55,2,5382000.00
1996,STATE,56,2,2920000.00
1995,STATE,1,2,928000.00
1995,STATE,4,2,4108000.00
1995,STATE,5,2,3300000.00
1995,STATE,6,2,39060000.00
1995,STATE,8,2,2700000.00
1995,STATE,12,2,19780000.00
1995,STATE,13,2,4340000.00
1995,STATE,15,2,1032000.00
1995,STATE,16,2,6000000.00
1995,STATE,17,2,814000.00
1995,STATE,18,2,756000.00
1995,STATE,19,2,3060000.00
1995,STATE,20,2,1139000.00
1995,STATE,21,2,132000.00
1995,STATE,22,2,4522000.00
1995,STATE,23,2,495000.00
1995,STATE,24,2,245000.00
1995,STATE,26,2,8924000.00
1995,STATE,27,2,13530000.00
1995,STATE,28,2,1120000.00
1995,STATE,29,2,1541000.00
1995,STATE,30,2,8480000.00
1995,STATE,31,2,4380000.00
1995,STATE,32,2,290000.00
1995,STATE,34,2,340000.00
1995,STATE,35,2,1235000.00
1995,STATE,36,2,5250000.00
1995,STATE,37,2,624000.00
1995,STATE,38,2,23760000.00
1995,STATE,39,2,1550000.00
1995,STATE,40,2,304000.00
1995,STATE,41,2,2704000.00
1995,STATE,,2,264000.00
1995,STATE,42,2,1075000.00
1995,STATE,45,2,810000.00
1995,STATE,46,2,20400000.00
1995,STATE,47,2,265000.00
1995,STATE,48,2,8904000.00
1995,STATE,49,2,1056000.00
1995,STATE,50,2,335000.00
1995,STATE,51,2,405000.00
1995,STATE,53,2,3540000.00
1995,STATE,54,2,533000.00
1995,STATE,55,2,5767000.00
1995,STATE,56,2,1368000.00
1994,STATE,1,2,900000.00
1994,STATE,4,2,3127000.00
1994,STATE,5,2,3905000.00
1994,STATE,6,2,24000000.00
1994,STATE,8,2,3420000.00
1994,STATE,12,2,19320000.00
1994,STATE,13,2,5040000.00
1994,STATE,15,2,900000.00
1994,STATE,16,2,7493000.00
1994,STATE,17,2,1040000.00
1994,STATE,18,2,702000.00
1994,STATE,19,2,3432000.00
1994,STATE,20,2,893000.00
1994,STATE,21,2,162000.00
1994,STATE,22,2,3920000.00
1994,STATE,23,2,440000.00
1994,STATE,24,2,252000.00
1994,STATE,26,2,7740000.00
1994,STATE,27,2,13430000.00
1994,STATE,28,2,1007000.00
1994,STATE,29,2,1925000.00
1994,STATE,30,2,12495000.00
1994,STATE,31,2,3960000.00
1994,STATE,32,2,756000.00
1994,STATE,34,2,363000.00
1994,STATE,35,2,1216000.00
1994,STATE,36,2,4624000.00
1994,STATE,37,2,885000.00
1994,STATE,38,2,32430000.00
1994,STATE,39,2,1728000.00
1994,STATE,40,2,290000.00
1994,STATE,41,2,3250000.00
1994,STATE,,2,222000.00
1994,STATE,42,2,1269000.00
1994,STATE,45,2,1000000.00
1994,STATE,46,2,26000000.00
1994,STATE,47,2,306000.00
1994,STATE,48,2,7622000.00
1994,STATE,49,2,2537000.00
1994,STATE,50,2,385000.00
1994,STATE,51,2,572000.00
1994,STATE,53,2,3720000.00
1994,STATE,54,2,880000.00
1994,STATE,55,2,5325000.00
1994,STATE,56,2,3174000.00
1993,STATE,1,2,855000.00
1993,STATE,4,2,4235000.00
1993,STATE,5,2,3650000.00
1993,STATE,6,2,45000000.00
1993,STATE,8,2,3869000.00
1993,STATE,12,2,22600000.00
1993,STATE,13,2,4480000.00
1993,STATE,15,2,1593000.00
1993,STATE,16,2,9443000.00
1993,STATE,17,2,720000.00
1993,STATE,18,2,792000.00
1993,STATE,19,2,2744000.00
1993,STATE,20,2,1311000.00
1993,STATE,21,2,240000.00
1993,STATE,22,2,4042000.00
1993,STATE,23,2,650000.00
1993,STATE,24,2,189000.00
1993,STATE,26,2,6930000.00
1993,STATE,27,2,14400000.00
1993,STATE,28,2,1037000.00
1993,STATE,29,2,1752000.00
1993,STATE,30,2,9310000.00
1993,STATE,31,2,5810000.00
1993,STATE,32,2,728000.00
1993,STATE,34,2,308000.00
1993,STATE,35,2,1152000.00
1993,STATE,36,2,4030000.00
1993,STATE,37,2,795000.00
1993,STATE,38,2,19800000.00
1993,STATE,39,2,1980000.00
1993,STATE,40,2,402000.00
1993,STATE,41,2,3551000.00
1993,STATE,,2,360000.00
1993,STATE,42,2,1120000.00
1993,STATE,45,2,990000.00
1993,STATE,46,2,24010000.00
1993,STATE,47,2,408000.00
1993,STATE,48,2,8610000.00
1993,STATE,49,2,2226000.00
1993,STATE,50,2,492000.00
1993,STATE,51,2,540000.00
1993,STATE,53,2,2700000.00
1993,STATE,54,2,740000.00
1993,STATE,55,2,8200000.00
1993,STATE,56,2,1870000.00
1992,STATE,1,2,1025000.00
1992,STATE,4,2,3780000.00
1992,STATE,5,2,2925000.00
1992,STATE,6,2,32830000.00
1992,STATE,8,2,3848000.00
1992,STATE,12,2,22880000.00
1992,STATE,13,2,4675000.00
1992,STATE,15,2,1242000.00
1992,STATE,16,2,6885000.00
1992,STATE,17,2,848000.00
1992,STATE,18,2,465000.00
1992,STATE,19,2,4030000.00
1992,STATE,20,2,1624000.00
1992,STATE,21,2,120000.00
1992,STATE,22,2,4815000.00
1992,STATE,23,2,330000.00
1992,STATE,24,2,138000.00
1992,STATE,26,2,6460000.00
1992,STATE,27,2,17100000.00
1992,STATE,28,2,1625000.00
1992,STATE,29,2,1825000.00
1992,STATE,30,2,9570000.00
1992,STATE,31,2,7200000.00
1992,STATE,32,2,975000.00
1992,STATE,34,2,176000.00
1992,STATE,35,2,1224000.00
1992,STATE,36,2,4620000.00
1992,STATE,37,2,675000.00
1992,STATE,38,2,21840000.00
1992,STATE,39,2,1254000.00
1992,STATE,40,2,468000.00
1992,STATE,41,2,2548000.00
1992,STATE,,2,234000.00
1992,STATE,42,2,1230000.00
1992,STATE,45,2,759000.00
1992,STATE,46,2,20400000.00
1992,STATE,47,2,301000.00
1992,STATE,48,2,10625000.00
1992,STATE,49,2,2632000.00
1992,STATE,50,2,378000.00
1992,STATE,51,2,494000.00
1992,STATE,53,2,3520000.00
1992,STATE,54,2,1265000.00
1992,STATE,55,2,6930000.00
1992,STATE,56,2,2870000.00
1991,STATE,1,2,552000.00
1991,STATE,4,2,3750000.00
1991,STATE,5,2,3713000.00
1991,STATE,6,2,34650000.00
1991,STATE,8,2,3950000.00
1991,STATE,12,2,18675000.00
1991,STATE,13,2,4284000.00
1991,STATE,15,2,1310000.00
1991,STATE,16,2,6440000.00
1991,STATE,17,2,1092000.00
1991,STATE,18,2,1050000.00
1991,STATE,19,2,4130000.00
1991,STATE,20,2,1820000.00
1991,STATE,21,2,175000.00
1991,STATE,22,2,2800000.00
1991,STATE,23,2,546000.00
1991,STATE,24,2,175000.00
1991,STATE,26,2,7665000.00
1991,STATE,27,2,16380000.00
1991,STATE,28,2,1008000.00
1991,STATE,29,2,1820000.00
1991,STATE,30,2,7912000.00
1991,STATE,31,2,7236000.00
1991,STATE,32,2,810000.00
1991,STATE,34,2,341000.00
1991,STATE,35,2,1540000.00
1991,STATE,36,2,4774000.00
1991,STATE,37,2,1044000.00
1991,STATE,38,2,22145000.00
1991,STATE,39,2,2928000.00
1991,STATE,40,2,630000.00
1991,STATE,41,2,2576000.00
1991,STATE,,2,252000.00
1991,STATE,42,2,1800000.00
1991,STATE,45,2,671000.00
1991,STATE,46,2,22725000.00
1991,STATE,47,2,532000.00
1991,STATE,48,2,10920000.00
1991,STATE,49,2,1530000.00
1991,STATE,50,2,450000.00
1991,STATE,51,2,528000.00
1991,STATE,53,2,3570000.00
1991,STATE,54,2,624000.00
1991,STATE,55,2,7370000.00
1991,STATE,56,2,2132000.00
1990,STATE,1,2,1102000.00
1990,STATE,4,2,3216000.00
1990,STATE,5,2,3528000.00
1990,STATE,6,2,20160000.00
1990,STATE,8,2,3520000.00
1990,STATE,9,2,104000.00
1990,STATE,10,2,11000.00
1990,STATE,12,2,20900000.00
1990,STATE,13,2,5550000.00
1990,STATE,15,2,1570000.00
1990,STATE,16,2,5600000.00
1990,STATE,17,2,920000.00
1990,STATE,18,2,1034000.00
1990,STATE,19,2,3780000.00
1990,STATE,20,2,2412000.00
1990,STATE,21,2,352000.00
1990,STATE,22,2,3382000.00
1990,STATE,23,2,480000.00
1990,STATE,24,2,133000.00
1990,STATE,25,2,195000.00
1990,STATE,26,2,8000000.00
1990,STATE,27,2,12580000.00
1990,STATE,28,2,1488000.00
1990,STATE,29,2,1890000.00
1990,STATE,30,2,7938000.00
1990,STATE,31,2,6608000.00
1990,STATE,32,2,986000.00
1990,STATE,33,2,54000.00
1990,STATE,34,2,315000.00
1990,STATE,35,2,2059000.00
1990,STATE,36,2,4374000.00
1990,STATE,37,2,1000000.00
1990,STATE,38,2,18040000.00
1990,STATE,39,2,2142000.00
1990,STATE,40,2,450000.00
1990,STATE,41,2,2562000.00
1990,STATE,42,2,1148000.00
1990,STATE,44,2,31000.00
1990,STATE,45,2,492000.00
1990,STATE,46,2,19845000.00
1990,STATE,47,2,627000.00
1990,STATE,48,2,9380000.00
1990,STATE,49,2,1739000.00
1990,STATE,50,2,390000.00
1990,STATE,51,2,544000.00
1990,STATE,53,2,4400000.00
1990,STATE,54,2,900000.00
1990,STATE,55,2,8400000.00
1990,STATE,56,2,2280000.00
1989,STATE,1,2,820000.00
1989,STATE,4,2,3510000.00
1989,STATE,5,2,2074000.00
1989,STATE,6,2,21080000.00
1989,STATE,8,2,3300000.00
1989,STATE,9,2,80000.00
1989,STATE,10,2,10000.00
1989,STATE,12,2,15000000.00
1989,STATE,13,2,3132000.00
1989,STATE,15,2,1215000.00
1989,STATE,16,2,7560000.00
1989,STATE,17,2,1102000.00
1989,STATE,18,2,980000.00
1989,STATE,19,2,6030000.00
1989,STATE,20,2,1702000.00
1989,STATE,21,2,348000.00
1989,STATE,22,2,2975000.00
1989,STATE,23,2,408000.00
1989,STATE,24,2,144000.00
1989,STATE,25,2,184000.00
1989,STATE,26,2,7140000.00
1989,STATE,27,2,15180000.00
1989,STATE,28,2,792000.00
1989,STATE,29,2,2046000.00
1989,STATE,30,2,6300000.00
1989,STATE,31,2,7378000.00
1989,STATE,32,2,810000.00
1989,STATE,33,2,35000.00
1989,STATE,34,2,575000.00
1989,STATE,35,2,1150000.00
1989,STATE,36,2,5546000.00
1989,STATE,37,2,950000.00
1989,STATE,38,2,17360000.00
1989,STATE,39,2,1060000.00
1989,STATE,40,2,585000.00
1989,STATE,41,2,2457000.00
1989,STATE,42,2,1599000.00
1989,STATE,44,2,39000.00
1989,STATE,45,2,285000.00
1989,STATE,46,2,11515000.00
1989,STATE,47,2,625000.00
1989,STATE,48,2,7840000.00
1989,STATE,49,2,2068000.00
1989,STATE,50,2,366000.00
1989,STATE,51,2,460000.00
1989,STATE,53,2,3220000.00
1989,STATE,54,2,1408000.00
1989,STATE,55,2,7992000.00
1989,STATE,56,2,1927000.00
1988,STATE,1,2,1764000.00
1988,STATE,4,2,3920000.00
1988,STATE,5,2,2278000.00
1988,STATE,6,2,24000000.00
1988,STATE,8,2,3984000.00
1988,STATE,9,2,92000.00
1988,STATE,10,2,26000.00
1988,STATE,12,2,25200000.00
1988,STATE,13,2,4715000.00
1988,STATE,15,2,1611000.00
1988,STATE,16,2,6731000.00
1988,STATE,17,2,1932000.00
1988,STATE,18,2,1885000.00
1988,STATE,19,2,6321000.00
1988,STATE,20,2,2898000.00
1988,STATE,21,2,480000.00
1988,STATE,22,2,3420000.00
1988,STATE,23,2,364000.00
1988,STATE,24,2,175000.00
1988,STATE,25,2,270000.00
1988,STATE,26,2,6935000.00
1988,STATE,27,2,20640000.00
1988,STATE,28,2,1386000.00
1988,STATE,29,2,2400000.00
1988,STATE,30,2,5040000.00
1988,STATE,31,2,10848000.00
1988,STATE,32,2,270000.00
1988,STATE,33,2,34000.00
1988,STATE,34,2,930000.00
1988,STATE,35,2,1197000.00
1988,STATE,36,2,5546000.00
1988,STATE,37,2,966000.00
1988,STATE,38,2,16500000.00
1988,STATE,39,2,2400000.00
1988,STATE,40,2,550000.00
1988,STATE,41,2,3120000.00
1988,STATE,42,2,2070000.00
1988,STATE,44,2,39000.00
1988,STATE,45,2,560000.00
1988,STATE,46,2,18130000.00
1988,STATE,47,2,1400000.00
1988,STATE,48,2,9424000.00
1988,STATE,49,2,1476000.00
1988,STATE,50,2,357000.00
1988,STATE,51,2,1400000.00
1988,STATE,53,2,3055000.00
1988,STATE,54,2,1050000.00
1988,STATE,55,2,10098000.00
1988,STATE,56,2,2769000.00
1987,STATE,1,2,1610000.00
1987,STATE,4,2,3760000.00
1987,STATE,5,2,2001000.00
1987,STATE,6,2,17820000.00
1987,STATE,8,2,3212000.00
1987,STATE,9,2,68000.00
1987,STATE,10,2,29000.00
1987,STATE,12,2,18960000.00
1987,STATE,13,2,4560000.00
1987,STATE,15,2,1710000.00
1987,STATE,16,2,7200000.00
1987,STATE,17,2,2100000.00
1987,STATE,18,2,1450000.00
1987,STATE,19,2,4532000.00
1987,STATE,20,2,2346000.00
1987,STATE,21,2,350000.00
1987,STATE,22,2,2625000.00
1987,STATE,23,2,414000.00
1987,STATE,24,2,245000.00
1987,STATE,25,2,165000.00
1987,STATE,26,2,6324000.00
1987,STATE,27,2,17280000.00
1987,STATE,28,2,1140000.00
1987,STATE,29,2,1950000.00
1987,STATE,30,2,9690000.00
1987,STATE,31,2,9900000.00
1987,STATE,32,2,330000.00
1987,STATE,33,2,32000.00
1987,STATE,34,2,850000.00
1987,STATE,35,2,950000.00
1987,STATE,36,2,3960000.00
1987,STATE,37,2,960000.00
1987,STATE,38,2,33000000.00
1987,STATE,39,2,2750000.00
1987,STATE,40,2,700000.00
1987,STATE,41,2,2310000.00
1987,STATE,42,2,1872000.00
1987,STATE,44,2,32000.00
1987,STATE,45,2,510000.00
1987,STATE,46,2,34840000.00
1987,STATE,47,2,1925000.00
1987,STATE,48,2,8880000.00
1987,STATE,49,2,1680000.00
1987,STATE,50,2,322000.00
1987,STATE,51,2,1200000.00
1987,STATE,53,2,4125000.00
1987,STATE,54,2,861000.00
1987,STATE,55,2,8924000.00
1987,STATE,56,2,2886000.00
